atc1,atc1_label,atc2,atc2_label,atc3,atc3_label,atc4,atc4_label,atc5,atc5_label,boites,rem,bse
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01A,MEDICAMENTS CONTRE L'AMIBIASE ET AUTRES PROTOZOOSES,P01AB,DERIVES DU NITROIMIDAZOLE,P01AB01,METRONIDAZOLE,426045.0,650037.88,822881.58
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01A,MEDICAMENTS CONTRE L'AMIBIASE ET AUTRES PROTOZOOSES,P01AB,DERIVES DU NITROIMIDAZOLE,P01AB02,TINIDAZOLE,5785.0,12608.1,16565.58
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01A,MEDICAMENTS CONTRE L'AMIBIASE ET AUTRES PROTOZOOSES,P01AB,DERIVES DU NITROIMIDAZOLE,P01AB07,SECNIDAZOLE,60903.0,162689.27,166698.52
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01A,MEDICAMENTS CONTRE L'AMIBIASE ET AUTRES PROTOZOOSES,P01AX,AUTRES MEDICAMENTS CONTRE L'AMIBIASE ET AUTRES PROTOZOOSES,P01AX06,ATOVAQUONE,82826.0,37408.16,34384.19
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01B,ANTIPALUDIQUES,99999,Non restitué,9999999,Non restitué,1565.0,16224.86,23141.13
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01B,ANTIPALUDIQUES,P01BB,BIGUANIDES,P01BB51,PROGUANIL EN ASSOCIATION,428.0,6170.14,7008.37
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01B,ANTIPALUDIQUES,P01BD,DIAMINOPYRIMIDINES,P01BD01,PYRIMETHAMINE,941.0,6428.5599999999995,8521.29
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01B,ANTIPALUDIQUES,P01BF,"ARTEMISININE ET DERVIVES, EN ASSOCIATION",9999999,Non restitué,238.0,5352.5,7910.5
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01B,ANTIPALUDIQUES,P01BF,"ARTEMISININE ET DERVIVES, EN ASSOCIATION",P01BF01,ARTEMETHER ET LUMEFANTRINE,481.0,8423.36,8954.42
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01B,ANTIPALUDIQUES,P01BF,"ARTEMISININE ET DERVIVES, EN ASSOCIATION",P01BF05,ARTENIMOL ET PIPERAQUINE,648.0,14285.67,20688.59
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01C,ANTILEISHMANIENS ET TRYPANOCIDES,99999,Non restitué,9999999,Non restitué,17.0,785.8199999999999,896.58
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P01,ANTIPROTOZOAIRES,P01C,ANTILEISHMANIENS ET TRYPANOCIDES,P01CX,AUTRES ANTILEISHMANIENS ET TRYPANOCIDES,P01CX01,PENTAMIDINE ISETHIONATE,10992.0,14351.64,12958.539999999999
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P02,ANTHELMINTHIQUES,9999,Non restitué,99999,Non restitué,9999999,Non restitué,969.0,13538.32,19800.73
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P02,ANTHELMINTHIQUES,P02B,ANTITREMATODES,P02BA,DERIVES DE LA QUINOLEINE ET APPARENTES,P02BA01,PRAZIQUANTEL,4303.0,45891.79,58562.64
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P02,ANTHELMINTHIQUES,P02C,ANTINEMATODES,99999,Non restitué,9999999,Non restitué,4746.0,15684.37,22983.4
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P02,ANTHELMINTHIQUES,P02C,ANTINEMATODES,P02CA,DERIVES DU BENZIMIDAZOLE,9999999,Non restitué,5351.0,10540.84,13940.38
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P02,ANTHELMINTHIQUES,P02C,ANTINEMATODES,P02CA,DERIVES DU BENZIMIDAZOLE,P02CA03,ALBENDAZOLE,134311.0,151759.22,181111.01
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P02,ANTHELMINTHIQUES,P02C,ANTINEMATODES,P02CA,DERIVES DU BENZIMIDAZOLE,P02CA05,FLUBENDAZOLE,45673.0,79828.5,118153.21
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P02,ANTHELMINTHIQUES,P02C,ANTINEMATODES,P02CC,DERIVES DE LA TETRAHYDROPYRIMIDINE,P02CC01,PYRANTEL,306.0,423.58,620.4699999999999
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P02,ANTHELMINTHIQUES,P02C,ANTINEMATODES,P02CF,AVERMECTINES,P02CF01,IVERMECTINE,115158.0,590330.11,781979.96
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P03,PYRETHRINES,P03A,"ANTIPARASITAIRES EXTERNES, SCABICIDES INCLUS",99999,Non restitué,9999999,Non restitué,1866.0,18289.72,27709.19
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P03,PYRETHRINES,P03A,"ANTIPARASITAIRES EXTERNES, SCABICIDES INCLUS",P03AC,"PYRETHRINES, DERIVES DE SYNTHESE INCLUS",P03AC04,PERMETHRINE,17338.0,155701.47,193529.87
P,"ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS",P03,PYRETHRINES,P03A,"ANTIPARASITAIRES EXTERNES, SCABICIDES INCLUS",P03AX,"AUTRES ANTIPARASITAIRES EXTERNES, SCABICIDES INCLUS",P03AX01,BENZOATE DE BENZYLE,12390.0,98384.84,138796.98
R,SYSTEME RESPIRATOIRE,999,INCONNU,9999,Non restitué,99999,Non restitué,9999999,Non restitué,6708.0,15618.07,28262.37
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,99999,Non restitué,9999999,Non restitué,6749.0,10344.03,26342.43
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AA,SYMPATHOMIMETIQUES NON ASSOCIES,R01AA05,OXYMETAZOLINE,38916.0,12704.88,54224.71
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AC,"ANTIALLERGIQUES, CORTICOIDES EXCLUS",9999999,Non restitué,1.0,0.81,5.39
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AC,"ANTIALLERGIQUES, CORTICOIDES EXCLUS",R01AC03,AZELASTINE,26315.0,65834.1,166261.4
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AD,CORTICOIDES,9999999,Non restitué,15507.0,40263.25,107924.63
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AD,CORTICOIDES,R01AD01,BECLOMETASONE,342468.0,525188.6,760749.91
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AD,CORTICOIDES,R01AD05,BUDESONIDE,67971.0,124971.04,266435.66
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AD,CORTICOIDES,R01AD07,TIXOCORTOL,262915.0,152632.22,471598.25
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AD,CORTICOIDES,R01AD09,MOMETASONE,354942.0,598420.74,1290327.5
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AD,CORTICOIDES,R01AD11,TRIAMCINOLONE,47539.0,140821.38,274939.07
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AD,CORTICOIDES,R01AD12,FLUTICASONE FUROATE,41365.0,97643.02,195820.36
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AD,CORTICOIDES,R01AD58,"DECONGESTIONNANTS ET AUTRES PREPARATIONS NASALES, CORTICOSTEROIDES EN ASSOCIATION",180173.0,373087.8,487989.1
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AD,CORTICOIDES,R01AD59,MOMETASONE EN ASSOCIATION,71890.0,203891.45,318774.3
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AX,AUTRES PREPARATIONS NASALES,9999999,Non restitué,1734.0,3893.72,7565.01
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AX,AUTRES PREPARATIONS NASALES,R01AX03,IPRATROPIUM BROMURE,11233.0,16101.77,46321.11
R,SYSTEME RESPIRATOIRE,R01,PREPARATIONS NASALES,R01A,DECONGESTIONNANTS ET AUTRES PREPARATIONS A USAGE TOPIQUE,R01AX,AUTRES PREPARATIONS NASALES,R01AX06,MUPIROCINE,30343.0,68365.21,80759.55
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,9999,Non restitué,99999,Non restitué,9999999,Non restitué,10471.0,88782.07,99797.95
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,99999,Non restitué,9999999,Non restitué,4887.0,102304.56,141241.53
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AC,AGONISTES SELECTIFS BETA 2 ADRENERGIQUES,9999999,Non restitué,16084.0,204901.62,261980.18
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AC,AGONISTES SELECTIFS BETA 2 ADRENERGIQUES,R03AC02,SALBUTAMOL,1662537.0,2237505.42,2522179.9
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AC,AGONISTES SELECTIFS BETA 2 ADRENERGIQUES,R03AC03,TERBUTALINE,310649.0,912598.49,974174.03
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AC,AGONISTES SELECTIFS BETA 2 ADRENERGIQUES,R03AC12,SALMETEROL,14896.0,133936.83,145716.45
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AC,AGONISTES SELECTIFS BETA 2 ADRENERGIQUES,R03AC13,FORMOTEROL,26769.0,273088.72,316147.01
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AC,AGONISTES SELECTIFS BETA 2 ADRENERGIQUES,R03AC18,INDACATEROL,28487.0,216165.77,232347.36
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AC,AGONISTES SELECTIFS BETA 2 ADRENERGIQUES,R03AC19,OLODATEROL,2624.0,45553.38,56393.96
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AK,ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,9999999,Non restitué,13729.0,291149.77,359524.84
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AK,ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03AK06,SALMETEROL ET FLUTICASONE,487039.0,3290607.69,3679770.07
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AK,ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03AK07,FORMOTEROL ET BUDESONIDE,399350.0,2134428.98,2309859.89
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AK,ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03AK08,FORMOTEROL ET BECLOMETASONE,308903.0,1647305.07,1702744.5
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AK,ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03AK10,VILANTEROL ET FLUTICASONE FUROATE,279392.0,1662567.5,1579467.36
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AK,ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03AK11,FORMOTEROL ET FLUTICASONE,5850.0,55087.31,46449.27
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AK,ADRENERGIQUES ET AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03AK14,INDACATEROL + MOMETASONE,5802.0,67221.38,73190.95
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AL,ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES,9999999,Non restitué,18297.0,405154.1,477241.48
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AL,ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES,R03AL01,FENOTEROL ET BROMURE D'IPRATROPIUM,91738.0,228880.61,236024.47
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AL,ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES,R03AL03,"VILANTEROL, UMECLIDINIUM BROMURE",112321.0,539518.59,473845.6
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AL,ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES,R03AL04,INDACATEROL ET BROMURE DE GLYCOPYRRONIUM,95983.0,241620.98,187816.99
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AL,ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES,R03AL08,VILANTEROL + UMECLIDINIUM + FLUTICASONE,135552.0,510689.15,450817.37
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AL,ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES,R03AL09,FORMOTEROL + GLYCOPYRRONIUM BROMURE + BECLOMETASONE,148905.0,594931.56,509390.41
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AL,ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES,R03AL11,FORMOTEROL + GLYCOPYRRONIUM BROMURE + BUDESONIDE,22916.0,192596.89,168730.05
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03A,ADRENERGIQUES POUR INHALATION,R03AL,ADRENERGIQUES EN ASSOCIATION AVEC ANTICHOLINERGIQUES,R03AL12,INDACATEROL + GLYCOPYRRONIUM BROMURE + MOMETASONE,9627.0,48458.26,49318.95
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,99999,Non restitué,9999999,Non restitué,4153.0,53381.93,65938.1
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BA,GLUCOCORTICOIDES,9999999,Non restitué,8798.0,112138.6,143660.22
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BA,GLUCOCORTICOIDES,R03BA01,BECLOMETASONE,57464.0,562670.37,695978.4
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BA,GLUCOCORTICOIDES,R03BA02,BUDESONIDE,272037.0,1788905.74,1814736.41
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BA,GLUCOCORTICOIDES,R03BA05,FLUTICASONE,296584.0,788664.84,1025419.22
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BA,GLUCOCORTICOIDES,R03BA07,MOMETASONE,165.0,1689.23,2317.83
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BA,GLUCOCORTICOIDES,R03BA08,CICLESONIDE,7519.0,65710.45,73219.21
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BB,ANTICHOLINERGIQUES,9999999,Non restitué,17799.0,247670.13999999998,301302.42
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BB,ANTICHOLINERGIQUES,R03BB01,IPRATROPIUM BROMURE,1232266.0,1527291.19,1575821.61
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BB,ANTICHOLINERGIQUES,R03BB04,TIOTROPIUM BROMURE,200069.0,1215715.97,1211376.53
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BB,ANTICHOLINERGIQUES,R03BB06,GLYCOPYRRONIUM BROMURE,17019.0,113631.99,118938.38
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BB,ANTICHOLINERGIQUES,R03BB07,UMECLIDINIUM BROMURE,47666.0,188694.97,178689.81
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03B,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES PAR INHALATION,R03BB,ANTICHOLINERGIQUES,R03BB54,TIOTROPIUM BROMURE EN ASSOCIATION,27720.0,331819.75,310858.27
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03C,ADRENERGIQUES A USAGE SYSTEMIQUE,R03CC,AGONISTES SELECTIFS BETA 2 ADRENERGIQUES,9999999,Non restitué,218.0,709.78,788.0500000000001
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03C,ADRENERGIQUES A USAGE SYSTEMIQUE,R03CC,AGONISTES SELECTIFS BETA 2 ADRENERGIQUES,R03CC12,BAMBUTEROL,2522.0,9952.26,11387.0
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03D,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,99999,Non restitué,9999999,Non restitué,9637.0,45008.75,44349.79
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03D,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,R03DC,ANTAGONISTES DES RECEPTEURS AUX LEUCOTRIÈNES,R03DC03,MONTELUKAST,371806.0,1892693.47,2232350.51
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03D,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,R03DX,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,9999999,Non restitué,18481.0,13583.63,11684.77
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03D,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,R03DX,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,R03DX05,OMALIZUMAB,372920.0,70170.11,59635.909999999996
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03D,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,R03DX,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,R03DX09,MEPOLIZUMAB,52931.0,18033.25,21274.51
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03D,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,R03DX,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,R03DX10,BENRALIZUMAB,18609.0,0.0,0.0
R,SYSTEME RESPIRATOIRE,R03,MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES,R03D,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,R03DX,AUTRES MEDICAMENTS POUR LES SYNDROMES OBSTRUCTIFS DES VOIES AERIENNES À USAGE SYSTEMIQUE,R03DX11,TEZEPELUMAB,15587.0,1310.12,0.0
R,SYSTEME RESPIRATOIRE,R05,MEDICAMENTS DU RHUME ET DE LA TOUX,9999,Non restitué,99999,Non restitué,9999999,Non restitué,2188.0,1659.53,5296.59
R,SYSTEME RESPIRATOIRE,R05,MEDICAMENTS DU RHUME ET DE LA TOUX,R05C,"EXPECTORANTS, SAUF ASSOCIATIONS AUX ANTITUSSIFS",R05CB,MUCOLYTIQUES,9999999,Non restitué,7934.0,51267.49,60553.08
R,SYSTEME RESPIRATOIRE,R05,MEDICAMENTS DU RHUME ET DE LA TOUX,R05C,"EXPECTORANTS, SAUF ASSOCIATIONS AUX ANTITUSSIFS",R05CB,MUCOLYTIQUES,R05CB,MUCOLYTIQUES,166456.0,100763.74,386957.3
